Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P19438	TNR1A_HUMAN	reviewed	Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (TNF-R1) (Tumor necrosis factor receptor type I) (TNF-RI) (TNFR-I) (p55) (p60) (CD antigen CD120a) [Cleaved into: Tumor necrosis factor receptor superfamily member 1A, membrane form; Tumor necrosis factor-binding protein 1 (TBPI)]	TNFRSF1A TNFAR TNFR1	Homo sapiens (Human)	455
P25118	TNR1A_MOUSE	reviewed	Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (TNF-R1) (Tumor necrosis factor receptor type I) (TNF-RI) (TNFR-I) (p55) (p60) (CD antigen CD120a)	Tnfrsf1a Tnfr-1 Tnfr1	Mus musculus (Mouse)	454
P22934	TNR1A_RAT	reviewed	Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (TNF-R1) (Tumor necrosis factor receptor type I) (TNF-RI) (TNFR-I) (p55) (p60) (CD antigen CD120a)	Tnfrsf1a Tnfr-1 Tnfr1	Rattus norvegicus (Rat)	461
Q63199	TNR6_RAT	reviewed	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95)	Fas Apt1 Tnfrsf6	Rattus norvegicus (Rat)	324
P25446	TNR6_MOUSE	reviewed	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95)	Fas Apt1 Tnfrsf6	Mus musculus (Mouse)	327
P25445	TNR6_HUMAN	reviewed	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95)	FAS APT1 FAS1 TNFRSF6	Homo sapiens (Human)	335
P51867	TNR6_BOVIN	reviewed	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95)	FAS APT1 TNFRSF6	Bos taurus (Bovine)	323
P12685	TRK1_YEAST	reviewed	High-affinity potassium transport protein	TRK1 YJL129C J0693	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1235
Q61056	TRPC1_MOUSE	reviewed	Short transient receptor potential channel 1 (TrpC1) (Transient receptor protein 1) (TRP-1) (mTrp1) (Trp-related protein 1)	Trpc1 Trp1 Trrp1	Mus musculus (Mouse)	793
P48995	TRPC1_HUMAN	reviewed	Short transient receptor potential channel 1 (TrpC1) (Transient receptor protein 1) (TRP-1)	TRPC1 TRP1	Homo sapiens (Human)	793
Q9UBN4	TRPC4_HUMAN	reviewed	Short transient receptor potential channel 4 (TrpC4) (Trp-related protein 4) (hTrp-4) (hTrp4)	TRPC4	Homo sapiens (Human)	977
Q9QUQ5	TRPC4_MOUSE	reviewed	Short transient receptor potential channel 4 (TrpC4) (Capacitative calcium entry channel Trp4) (Receptor-activated cation channel TRP4)	Trpc4 Trrp4	Mus musculus (Mouse)	974
P79100	TRPC4_BOVIN	reviewed	Short transient receptor potential channel 4 (TrpC4) (Capacitative calcium entry channel 1) (CCE1)	TRPC4	Bos taurus (Bovine)	979
Q7Z2W7	TRPM8_HUMAN	reviewed	Transient receptor potential cation channel subfamily M member 8 (Long transient receptor potential channel 6) (LTrpC-6) (LTrpC6) (Transient receptor potential p8) (Trp-p8)	TRPM8 LTRPC6 TRPP8	Homo sapiens (Human)	1104
Q8R455	TRPM8_RAT	reviewed	Transient receptor potential cation channel subfamily M member 8 (Cold menthol receptor 1)	Trpm8 Cmr1	Rattus norvegicus (Rat)	1104
Q8R4D5	TRPM8_MOUSE	reviewed	Transient receptor potential cation channel subfamily M member 8 (Long transient receptor potential channel 6) (LTrpC-6) (LTrpC6) (Transient receptor potential p8) (Trp-p8)	Trpm8 Ltrpc6 Trpp8	Mus musculus (Mouse)	1104
O08722	UNC5B_RAT	reviewed	Netrin receptor UNC5B (Protein unc-5 homolog 2) (Protein unc-5 homolog B)	Unc5b Unc5h2	Rattus norvegicus (Rat)	945
P35968	VGFR2_HUMAN	reviewed	Vascular endothelial growth factor receptor 2 (VEGFR-2) (EC 2.7.10.1) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309)	KDR FLK1 VEGFR2	Homo sapiens (Human)	1356
Q05320	VGP_EBOZM	reviewed	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: GP1; GP2; GP2-delta]	GP	Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus)	676
Q5A7T3	Q5A7T3_CANAL	unreviewed	Putative uncharacterized protein PMA1	PMA1 CaO19.12838 CaO19.5383	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	895
Q750W1	Q750W1_ASHGO	unreviewed	AGL172Wp	AGOS_AGL172W	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Eremothecium gossypii)	898
D3DTJ7	D3DTJ7_HUMAN	unreviewed	P2X purinoceptor	P2RX1 hCG_33199	Homo sapiens (Human)	186
E9PC45	E9PC45_HUMAN	unreviewed	Platelet glycoprotein 4 (Fragment)	CD36	Homo sapiens (Human)	93
B2RA23	B2RA23_HUMAN	unreviewed	HCG1642166, isoform CRA_b (cDNA, FLJ94663, Homo sapiens potassium voltage-gated channel, shaker-relatedsubfamily, member 3 (KCNA3), mRNA)	hCG_1642166	Homo sapiens (Human)	523
Q9NYN7	Q9NYN7_HUMAN	unreviewed	Transporter (Fragment)	5HTT SLC6A4	Homo sapiens (Human)	73
B4DTZ6	B4DTZ6_HUMAN	unreviewed	Sodium/hydrogen exchanger	SLC9A1	Homo sapiens (Human)	476
B4E1S6	B4E1S6_HUMAN	unreviewed	Syndecan	SDC4 hCG_38363	Homo sapiens (Human)	126
B4DMC9	B4DMC9_HUMAN	unreviewed	cDNA FLJ50990, highly similar to Gap junction alpha-1 protein (cDNA, FLJ79058, highly similar to Gap junction alpha-1 protein)		Homo sapiens (Human)	283
B3KR08	B3KR08_HUMAN	unreviewed	Fas apoptotic inhibitory molecule 2, isoform CRA_b (Protein lifeguard 2) (cDNA FLJ33409 fis, clone BRACE2010598, highly similar to Fas apoptotic inhibitory molecule 2)	FAIM2 hCG_20198	Homo sapiens (Human)	270
A4D1B1	A4D1B1_HUMAN	unreviewed	CD36 antigen (Collagen type I receptor, thrombospondin receptor) (CD36 antigen (Collagen type I receptor, thrombospondin receptor), isoform CRA_a) (cDNA, FLJ93369, highly similar to Homo sapiens CD36 antigen (collagen type I receptor, thrombospondinreceptor) (CD36), mRNA)	CD36 hCG_17062 tcag7.257	Homo sapiens (Human)	472
B3KTB2	B3KTB2_HUMAN	unreviewed	Ephrin type-B receptor 1 (cDNA FLJ37986 fis, clone CTONG2011188, highly similar to Ephrin type-B receptor 1 (EC 2.7.10.1))	EPHB1	Homo sapiens (Human)	545
A3KLL5	A3KLL5_HUMAN	unreviewed	ATPase, Na+/K+ transporting, beta 1 polypeptide, isoform CRA_a (Na,K-ATPase beta 1 subunit) (cDNA FLJ76773, highly similar to Homo sapiens ATPase, Na+/K+ transporting, beta 1 polypeptide (ATP1B1), transcript variant 1, mRNA)	ATP1B1 hCG_37798	Homo sapiens (Human)	303
Q9NYY6	Q9NYY6_HUMAN	unreviewed	Low-voltage-activated calcium channel alpha13.2 subunit (Fragment)	CACNA1H	Homo sapiens (Human)	100
B3VRR0	B3VRR0_HUMAN	unreviewed	Solute carrier family 6 member 4 (Fragment)	SLC6A4	Homo sapiens (Human)	42
B4DI81	B4DI81_HUMAN	unreviewed	Gap junction protein		Homo sapiens (Human)	361
E7EQW5	E7EQW5_HUMAN	unreviewed	Integrin beta (Fragment)	ITGB1	Homo sapiens (Human)	163
E9PLT1	E9PLT1_HUMAN	unreviewed	Platelet glycoprotein 4	CD36	Homo sapiens (Human)	396
J3KPR9	J3KPR9_HUMAN	unreviewed	Transporter (Fragment)	SLC6A4	Homo sapiens (Human)	618
H3BMY5	H3BMY5_HUMAN	unreviewed	Transporter (Fragment)	SLC6A2	Homo sapiens (Human)	200
Q5T3E5	Q5T3E5_HUMAN	unreviewed	Integrin beta (Fragment)	ITGB1	Homo sapiens (Human)	89
J3QLJ3	J3QLJ3_HUMAN	unreviewed	Plasmolipin (Fragment)	PLLP	Homo sapiens (Human)	91
E9PLR6	E9PLR6_HUMAN	unreviewed	Integrin beta (Fragment)	ITGB1	Homo sapiens (Human)	143
E7EX47	E7EX47_HUMAN	unreviewed	Platelet glycoprotein 4 (Fragment)	CD36	Homo sapiens (Human)	203
E9PQJ2	E9PQJ2_HUMAN	unreviewed	Integrin beta (Fragment)	ITGB1	Homo sapiens (Human)	104
B3VRS0	B3VRS0_HUMAN	unreviewed	Solute carrier family 6 member 4 (Fragment)	SLC6A4	Homo sapiens (Human)	45
Q71UK3	Q71UK3_HUMAN	unreviewed	P2X purinoceptor (Fragment)		Homo sapiens (Human)	150
E7ERZ9	E7ERZ9_HUMAN	unreviewed	Platelet glycoprotein 4 (Fragment)	CD36	Homo sapiens (Human)	143
Q6S991	Q6S991_HUMAN	unreviewed	Pituitary adenylate cyclase activating polypeptide 1 receptor type I Hop splice variant (Fragment)	ADCYAP1R1	Homo sapiens (Human)	114
Q5T3E6	Q5T3E6_HUMAN	unreviewed	Integrin beta (Fragment)	ITGB1	Homo sapiens (Human)	136
E7ERX5	E7ERX5_HUMAN	unreviewed	Integrin beta (Fragment)	ITGB1	Homo sapiens (Human)	125
C9JPK5	C9JPK5_HUMAN	unreviewed	Integrin beta (Fragment)	ITGB1	Homo sapiens (Human)	98
E7EWI4	E7EWI4_HUMAN	unreviewed	Platelet glycoprotein 4 (Fragment)	CD36	Homo sapiens (Human)	148
Q71UM8	Q71UM8_HUMAN	unreviewed	Adenylyl cyclase (Fragment)		Homo sapiens (Human)	367
Q6PIW1	Q6PIW1_HUMAN	unreviewed	P2X purinoceptor	P2RX1	Homo sapiens (Human)	175
B3KVN0	B3KVN0_HUMAN	unreviewed	cDNA FLJ16785 fis, clone NT2RI2015342, highly similar to Solute carrier family 2, facilitated glucose transporter member 1		Homo sapiens (Human)	416
E7ES96	E7ES96_HUMAN	unreviewed	Presenilin-1	PSEN1	Homo sapiens (Human)	375
Q9BZN2	Q9BZN2_HUMAN	unreviewed	CD36 (Fragment)		Homo sapiens (Human)	30
Q6P2D3	Q6P2D3_HUMAN	unreviewed	Uncharacterized protein (Fragment)		Homo sapiens (Human)	557
E7EU05	E7EU05_HUMAN	unreviewed	Platelet glycoprotein 4 (Fragment)	CD36	Homo sapiens (Human)	463
Q59GX2	Q59GX2_HUMAN	unreviewed	Solute carrier family 2 (Facilitated glucose transporter), member 1 variant (Fragment)		Homo sapiens (Human)	517
E9PJX8	E9PJX8_HUMAN	unreviewed	Platelet glycoprotein 4 (Fragment)	CD36	Homo sapiens (Human)	65
B3VRQ5	B3VRQ5_HUMAN	unreviewed	Solute carrier family 6 member 4 (Fragment)	SLC6A4	Homo sapiens (Human)	37
B3VRR5	B3VRR5_HUMAN	unreviewed	Solute carrier family 6 member 4 (Fragment)	SLC6A4	Homo sapiens (Human)	34
B3VRS5	B3VRS5_HUMAN	unreviewed	Solute carrier family 6 member 4 (Fragment)	SLC6A4	Homo sapiens (Human)	46
B4DN50	B4DN50_HUMAN	unreviewed	Gap junction protein		Homo sapiens (Human)	366
Q6RKA2	Q6RKA2_HUMAN	unreviewed	Pituitary adenylate cyclase activating polypeptide 1 receptor type I HopII variant (Fragment)	ADCYAP1R1	Homo sapiens (Human)	113
K7GY53	K7GY53_CAEJA	unreviewed	Uncharacterized protein	WBGene00124674	Caenorhabditis japonica	166
K7GY52	K7GY52_CAEJA	unreviewed	Uncharacterized protein	WBGene00124674	Caenorhabditis japonica	154
G7N677	G7N677_MACMU	unreviewed	Low-density lipoprotein receptor-related protein 6	LRP6 EGK_03393	Macaca mulatta (Rhesus macaque)	1613
F7DM27	F7DM27_MACMU	unreviewed	Uncharacterized protein	LOC720099 EGK_12084	Macaca mulatta (Rhesus macaque)	984
F6VW12	F6VW12_MACMU	unreviewed	Angiopoietin-1 receptor (Uncharacterized protein)	TEK EGK_07642	Macaca mulatta (Rhesus macaque)	1124
D5IGC7	D5IGC7_CANFA	unreviewed	CD36 antigen (Uncharacterized protein)	CD36	Canis familiaris (Dog) (Canis lupus familiaris)	472
H2Q5G9	H2Q5G9_PANTR	unreviewed	Low density lipoprotein receptor-related protein 6 (Uncharacterized protein)	LRP6	Pan troglodytes (Chimpanzee)	1613
A5A4L0	A5A4L0_CALJA	unreviewed	Ghrelin receptor (Uncharacterized protein)	GHSR	Callithrix jacchus (White-tufted-ear marmoset)	366
H2QUU6	H2QUU6_PANTR	unreviewed	CD36 molecule (Thrombospondin receptor) (Uncharacterized protein)	CD36	Pan troglodytes (Chimpanzee)	472
K7B0S8	K7B0S8_PANTR	unreviewed	Transient receptor potential cation channel, subfamily C, member 4	TRPC4	Pan troglodytes (Chimpanzee)	982
H2R800	H2R800_PANTR	unreviewed	Transient receptor potential cation channel, subfamily C, member 1 (Uncharacterized protein)	TRPC1	Pan troglodytes (Chimpanzee)	759
H2QR41	H2QR41_PANTR	unreviewed	Coagulation factor II (Thrombin) receptor (Uncharacterized protein)	F2R	Pan troglodytes (Chimpanzee)	425
F7HP25	F7HP25_CALJA	unreviewed	Myelin and lymphocyte protein isoform a (Uncharacterized protein)	MAL	Callithrix jacchus (White-tufted-ear marmoset)	153
H2R3J3	H2R3J3_PANTR	unreviewed	Transient receptor potential cation channel, subfamily C, member 4 (Uncharacterized protein)	TRPC4	Pan troglodytes (Chimpanzee)	977
F7I9Q6	F7I9Q6_CALJA	unreviewed	Platelet glycoprotein 4 (Uncharacterized protein)	CD36	Callithrix jacchus (White-tufted-ear marmoset)	472
F7GY56	F7GY56_CALJA	unreviewed	Protein lifeguard 2 (Uncharacterized protein)	FAIM2	Callithrix jacchus (White-tufted-ear marmoset)	316
F7CGT7	F7CGT7_CALJA	unreviewed	Ephrin type-B receptor 1 (Uncharacterized protein)	EPHB1	Callithrix jacchus (White-tufted-ear marmoset)	984
Q2XPT7	Q2XPT7_CANFA	unreviewed	Uncharacterized protein (VEGFR2)	KDR	Canis familiaris (Dog) (Canis lupus familiaris)	1355
D2HEJ1	D2HEJ1_AILME	unreviewed	Uncharacterized protein (Fragment)	LOC100468919 PANDA_009217	Ailuropoda melanoleuca (Giant panda)	603
Q3Y8M9	Q3Y8M9_BOVIN	unreviewed	Short transient receptor potential channel 1 (Transient receptor potential channel 1)	TRPC1	Bos taurus (Bovine)	794
D2HQT0	D2HQT0_AILME	unreviewed	Uncharacterized protein (Fragment)	LRP6 PANDA_014280	Ailuropoda melanoleuca (Giant panda)	1463
A9QMC3	A9QMC3_BOVIN	unreviewed	Growth hormone secretagogue receptor type 1a-like protein (Fragment)		Bos taurus (Bovine)	160
G3QTG5	G3QTG5_GORGO	unreviewed	Uncharacterized protein	101124855	Gorilla gorilla gorilla (Lowland gorilla)	472
D2HUI5	D2HUI5_AILME	unreviewed	Uncharacterized protein (Fragment)	TRPC4 PANDA_015941	Ailuropoda melanoleuca (Giant panda)	982
D2HHG1	D2HHG1_AILME	unreviewed	Uncharacterized protein (Fragment)	LOC100484774 PANDA_010544	Ailuropoda melanoleuca (Giant panda)	366
B5U8Y5	B5U8Y5_BOVIN	unreviewed	Growth hormone secretagogue receptor (Growth hormone secretagogue receptor type 1A) (Growth hormone secretagogue receptor, type 1A) (Uncharacterized protein)	GHSR	Bos taurus (Bovine)	366
D2GWS8	D2GWS8_AILME	unreviewed	Uncharacterized protein (Fragment)	LOC100482729 PANDA_001292	Ailuropoda melanoleuca (Giant panda)	767
A6QP71	A6QP71_BOVIN	unreviewed	CDH15 protein (Uncharacterized protein)	CDH15	Bos taurus (Bovine)	713
Q2HJI7	Q2HJI7_BOVIN	unreviewed	Mal, T-cell differentiation protein-like (Uncharacterized protein)	MALL	Bos taurus (Bovine)	152
D2HTE6	D2HTE6_AILME	unreviewed	Uncharacterized protein (Fragment)	LOC100483960 PANDA_015438	Ailuropoda melanoleuca (Giant panda)	397
D2HRJ0	D2HRJ0_AILME	unreviewed	Uncharacterized protein (Fragment)	LOC100476584 PANDA_014612	Ailuropoda melanoleuca (Giant panda)	455
I6LI22	I6LI22_MUSPF	unreviewed	CD4 (Uncharacterized protein)	CD4	Mustela putorius furo (European domestic ferret) (Mustela furo)	462
E7CXS0	E7CXS0_PIG	unreviewed	Low density lipoprotein receptor-related protein 8 (Uncharacterized protein)	ApoER2 LRP8	Sus scrofa (Pig)	957
H2PDE2	H2PDE2_PONAB	unreviewed	Uncharacterized protein	KDR	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1356
F6SDB7	F6SDB7_MACMU	unreviewed	Uncharacterized protein	LRP8	Macaca mulatta (Rhesus macaque)	959
F7H8W1	F7H8W1_MACMU	unreviewed	Uncharacterized protein	SMO	Macaca mulatta (Rhesus macaque)	786
F7GKB6	F7GKB6_MACMU	unreviewed	Uncharacterized protein	CDH13	Macaca mulatta (Rhesus macaque)	608
F7GZB0	F7GZB0_MACMU	unreviewed	Calcium-activated potassium channel subunit alpha-1	KCNMA1	Macaca mulatta (Rhesus macaque)	1237
F7GMT2	F7GMT2_MACMU	unreviewed	Uncharacterized protein	SCARB1	Macaca mulatta (Rhesus macaque)	552
F6WG11	F6WG11_MACMU	unreviewed	Uncharacterized protein	KCNA5	Macaca mulatta (Rhesus macaque)	605
F7HT59	F7HT59_MACMU	unreviewed	Uncharacterized protein (Fragment)		Macaca mulatta (Rhesus macaque)	2206
F6YCD5	F6YCD5_CALJA	unreviewed	Uncharacterized protein (Fragment)	KCNMA1	Callithrix jacchus (White-tufted-ear marmoset)	1223
H9FLU8	H9FLU8_MACMU	unreviewed	Smoothened homolog (Fragment)	SMO	Macaca mulatta (Rhesus macaque)	405
F6XN02	F6XN02_CALJA	unreviewed	Uncharacterized protein (Fragment)	TEK	Callithrix jacchus (White-tufted-ear marmoset)	1116
F6S8W0	F6S8W0_CALJA	unreviewed	Uncharacterized protein (Fragment)	SCARB1	Callithrix jacchus (White-tufted-ear marmoset)	491
F7DCZ9	F7DCZ9_MACMU	unreviewed	Uncharacterized protein (Fragment)	CACNA1H	Macaca mulatta (Rhesus macaque)	1675
F6Y514	F6Y514_MACMU	unreviewed	Uncharacterized protein (Fragment)	LOC695843	Macaca mulatta (Rhesus macaque)	1594
H9FM03	H9FM03_MACMU	unreviewed	Voltage-dependent L-type calcium channel subunit alpha-1C isoform 23 (Fragment)	CACNA1C	Macaca mulatta (Rhesus macaque)	77
F6QA32	F6QA32_CALJA	unreviewed	Uncharacterized protein (Fragment)	CACNA1H	Callithrix jacchus (White-tufted-ear marmoset)	2238
F7E313	F7E313_MACMU	unreviewed	Uncharacterized protein	KDR	Macaca mulatta (Rhesus macaque)	1356
F7FAE8	F7FAE8_MACMU	unreviewed	Uncharacterized protein	LOC695843	Macaca mulatta (Rhesus macaque)	1178
F7EA82	F7EA82_MACMU	unreviewed	Uncharacterized protein	TRPC1	Macaca mulatta (Rhesus macaque)	792
H9FJI4	H9FJI4_MACMU	unreviewed	Voltage-dependent L-type calcium channel subunit alpha-1C isoform 17 (Fragment)	CACNA1C	Macaca mulatta (Rhesus macaque)	379
F7GPZ6	F7GPZ6_CALJA	unreviewed	Uncharacterized protein	SMO	Callithrix jacchus (White-tufted-ear marmoset)	787
F7DGR5	F7DGR5_MACMU	unreviewed	Uncharacterized protein	F2R	Macaca mulatta (Rhesus macaque)	425
F7B3D9	F7B3D9_CALJA	unreviewed	Uncharacterized protein (Fragment)	KCNA5	Callithrix jacchus (White-tufted-ear marmoset)	494
F7GRQ4	F7GRQ4_CALJA	unreviewed	Uncharacterized protein (Fragment)	CDH15	Callithrix jacchus (White-tufted-ear marmoset)	720
F7HRK0	F7HRK0_CALJA	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1) (Fragment)	INSR	Callithrix jacchus (White-tufted-ear marmoset)	1053
H9FM02	H9FM02_MACMU	unreviewed	Voltage-dependent L-type calcium channel subunit alpha-1C isoform 9 (Fragment)	CACNA1C	Macaca mulatta (Rhesus macaque)	68
F6TSL3	F6TSL3_MACMU	unreviewed	Uncharacterized protein	MAL	Macaca mulatta (Rhesus macaque)	130
F7FK37	F7FK37_CALJA	unreviewed	Uncharacterized protein	CD36	Callithrix jacchus (White-tufted-ear marmoset)	396
F6X7H6	F6X7H6_CALJA	unreviewed	Uncharacterized protein (Fragment)	CACNA1C	Callithrix jacchus (White-tufted-ear marmoset)	2027
F7B186	F7B186_CALJA	unreviewed	Uncharacterized protein (Fragment)	F2R	Callithrix jacchus (White-tufted-ear marmoset)	430
F7I8C9	F7I8C9_CALJA	unreviewed	Uncharacterized protein	LRP8	Callithrix jacchus (White-tufted-ear marmoset)	958
F6Q9W8	F6Q9W8_MACMU	unreviewed	Uncharacterized protein (Fragment)	CDH15	Macaca mulatta (Rhesus macaque)	759
F6UWR3	F6UWR3_MACMU	unreviewed	Uncharacterized protein	MALL	Macaca mulatta (Rhesus macaque)	152
F7IGV5	F7IGV5_CALJA	unreviewed	Uncharacterized protein	LRP6	Callithrix jacchus (White-tufted-ear marmoset)	1615
F6W758	F6W758_MACMU	unreviewed	Uncharacterized protein	FAIM2	Macaca mulatta (Rhesus macaque)	315
F6ZTV3	F6ZTV3_CALJA	unreviewed	Uncharacterized protein	KDR	Callithrix jacchus (White-tufted-ear marmoset)	1356
F6XGD3	F6XGD3_MACMU	unreviewed	T-cell surface glycoprotein CD4	CD4	Macaca mulatta (Rhesus macaque)	458
G7NAM1	G7NAM1_MACMU	unreviewed	Putative uncharacterized protein	EGK_05559	Macaca mulatta (Rhesus macaque)	153
F6SAV6	F6SAV6_CALJA	unreviewed	Uncharacterized protein	TRPC4	Callithrix jacchus (White-tufted-ear marmoset)	982
F7DVV3	F7DVV3_CALJA	unreviewed	Uncharacterized protein (Fragment)	TRPC1	Callithrix jacchus (White-tufted-ear marmoset)	793
F7A6Z0	F7A6Z0_CALJA	unreviewed	Uncharacterized protein (Fragment)	MALL	Callithrix jacchus (White-tufted-ear marmoset)	117
F6Z4B1	F6Z4B1_MACMU	unreviewed	Uncharacterized protein	GHSR	Macaca mulatta (Rhesus macaque)	366
G9K6Q5	G9K6Q5_MUSPF	unreviewed	Potassium voltage-gated channel, shaker-related subfamily, member 5 (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	104
M1EIM5	M1EIM5_MUSPF	unreviewed	Cadherin 15, M-cadherin (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	369
M3XXK4	M3XXK4_MUSPF	unreviewed	Uncharacterized protein	KCNMA1	Mustela putorius furo (European domestic ferret) (Mustela furo)	1020
G9K9A5	G9K9A5_MUSPF	unreviewed	Mal, T-cell differentiation protein-like protein (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	152
G9KMJ3	G9KMJ3_MUSPF	unreviewed	Scavenger receptor class B, member 1 (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	425
M3Z3L3	M3Z3L3_MUSPF	unreviewed	Uncharacterized protein	CD36	Mustela putorius furo (European domestic ferret) (Mustela furo)	472
M1EQN4	M1EQN4_MUSPF	unreviewed	Coagulation factor II receptor (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	396
M3Y1D3	M3Y1D3_MUSPF	unreviewed	Uncharacterized protein	KDR	Mustela putorius furo (European domestic ferret) (Mustela furo)	1355
M3Y885	M3Y885_MUSPF	unreviewed	Uncharacterized protein	CDH15	Mustela putorius furo (European domestic ferret) (Mustela furo)	785
G9KQ91	G9KQ91_MUSPF	unreviewed	Smoothened-like protein (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	123
M1EM29	M1EM29_MUSPF	unreviewed	CD36 molecule (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	468
M1EH65	M1EH65_MUSPF	unreviewed	Cadherin 13, H-cadherin (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	147
M3YD92	M3YD92_MUSPF	unreviewed	Uncharacterized protein	EPHB1	Mustela putorius furo (European domestic ferret) (Mustela furo)	984
M3YK07	M3YK07_MUSPF	unreviewed	Uncharacterized protein	LRP6	Mustela putorius furo (European domestic ferret) (Mustela furo)	1462
M3Y4K5	M3Y4K5_MUSPF	unreviewed	Uncharacterized protein (Fragment)	LRP8	Mustela putorius furo (European domestic ferret) (Mustela furo)	924
M3YAM5	M3YAM5_MUSPF	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1)	INSR	Mustela putorius furo (European domestic ferret) (Mustela furo)	1352
M1EGU6	M1EGU6_MUSPF	unreviewed	CD4 molecule (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	460
M3Y2G5	M3Y2G5_MUSPF	unreviewed	Uncharacterized protein	F2R	Mustela putorius furo (European domestic ferret) (Mustela furo)	426
M3YCZ3	M3YCZ3_MUSPF	unreviewed	Uncharacterized protein	MALL	Mustela putorius furo (European domestic ferret) (Mustela furo)	153
M3Z2Z8	M3Z2Z8_MUSPF	unreviewed	Uncharacterized protein (Fragment)	CACNA1C	Mustela putorius furo (European domestic ferret) (Mustela furo)	1479
M3Y3D4	M3Y3D4_MUSPF	unreviewed	Uncharacterized protein	SMO	Mustela putorius furo (European domestic ferret) (Mustela furo)	790
M3YCY7	M3YCY7_MUSPF	unreviewed	Uncharacterized protein	MAL	Mustela putorius furo (European domestic ferret) (Mustela furo)	153
M3YWW8	M3YWW8_MUSPF	unreviewed	Uncharacterized protein	TEK	Mustela putorius furo (European domestic ferret) (Mustela furo)	1124
M3YWH2	M3YWH2_MUSPF	unreviewed	Uncharacterized protein (Fragment)	CACNA1H	Mustela putorius furo (European domestic ferret) (Mustela furo)	2143
M1EGS8	M1EGS8_MUSPF	unreviewed	Calcium channel, voltage-dependent, T type, alpha 1H subunit (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	437
M3YSY3	M3YSY3_MUSPF	unreviewed	Uncharacterized protein	FAIM2	Mustela putorius furo (European domestic ferret) (Mustela furo)	315
M1EQR4	M1EQR4_MUSPF	unreviewed	Fas apoptotic inhibitory molecule 2 (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	127
M3XQP9	M3XQP9_MUSPF	unreviewed	Uncharacterized protein	SCARB1	Mustela putorius furo (European domestic ferret) (Mustela furo)	509
G9KVA0	G9KVA0_MUSPF	unreviewed	Transient receptor potential cation channel, subfamily C, member 1 (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	211
G9K9A3	G9K9A3_MUSPF	unreviewed	Mal, T-cell differentiation protein (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	152
M3YUA9	M3YUA9_MUSPF	unreviewed	Uncharacterized protein	TRPC4	Mustela putorius furo (European domestic ferret) (Mustela furo)	977
M1EFC3	M1EFC3_MUSPF	unreviewed	Cadherin 13, H-cadherin (Fragment)		Mustela putorius furo (European domestic ferret) (Mustela furo)	429
M3YKC6	M3YKC6_MUSPF	unreviewed	Uncharacterized protein	TRPC1	Mustela putorius furo (European domestic ferret) (Mustela furo)	743
F1MV64	F1MV64_BOVIN	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1) (Fragment)	INSR	Bos taurus (Bovine)	1382
Q6L6S3	Q6L6S3_BOVIN	unreviewed	Transient receptor potential cation channel TRPC4 middle region 2 (Fragment)	trpc4	Bos taurus (Bovine)	127
