Entry	Entry name	Status	Protein names	Gene names	Organism	Length
G1PL47	G1PL47_MYOLU	unreviewed	Uncharacterized protein (Fragment)	HK1	Myotis lucifugus (Little brown bat)	949
G1QB36	G1QB36_MYOLU	unreviewed	Uncharacterized protein	CD36	Myotis lucifugus (Little brown bat)	472
G1P0N3	G1P0N3_MYOLU	unreviewed	Uncharacterized protein	RANGRF	Myotis lucifugus (Little brown bat)	186
G1NSL6	G1NSL6_MYOLU	unreviewed	Uncharacterized protein	STX12	Myotis lucifugus (Little brown bat)	277
G1NSB2	G1NSB2_MYOLU	unreviewed	Uncharacterized protein	GHSR	Myotis lucifugus (Little brown bat)	368
G1NVW5	G1NVW5_MYOLU	unreviewed	Uncharacterized protein (Fragment)	RHOQ	Myotis lucifugus (Little brown bat)	168
G1PEW7	G1PEW7_MYOLU	unreviewed	Uncharacterized protein	BMPR1A	Myotis lucifugus (Little brown bat)	532
G1PBS9	G1PBS9_MYOLU	unreviewed	Uncharacterized protein	SELE	Myotis lucifugus (Little brown bat)	612
G1NUH9	G1NUH9_MYOLU	unreviewed	Uncharacterized protein	SMO	Myotis lucifugus (Little brown bat)	792
G1PPK7	G1PPK7_MYOLU	unreviewed	Uncharacterized protein	NPHS2	Myotis lucifugus (Little brown bat)	385
G1PL96	G1PL96_MYOLU	unreviewed	Tyrosine-protein kinase (EC 2.7.10.2)	JAK2	Myotis lucifugus (Little brown bat)	1132
G1NWE8	G1NWE8_MYOLU	unreviewed	Uncharacterized protein	MYO1C	Myotis lucifugus (Little brown bat)	1053
G1Q7F2	G1Q7F2_MYOLU	unreviewed	Uncharacterized protein	IRS1	Myotis lucifugus (Little brown bat)	1231
G1P7S7	G1P7S7_MYOLU	unreviewed	Uncharacterized protein (Fragment)	LAMTOR3	Myotis lucifugus (Little brown bat)	124
G1PNH9	G1PNH9_MYOLU	unreviewed	Uncharacterized protein (Fragment)	KDR	Myotis lucifugus (Little brown bat)	1450
G1NZ38	G1NZ38_MYOLU	unreviewed	Uncharacterized protein (Fragment)	CARD11	Myotis lucifugus (Little brown bat)	121
G1QDT4	G1QDT4_MYOLU	unreviewed	Uncharacterized protein (Fragment)	F2R	Myotis lucifugus (Little brown bat)	393
G1PK63	G1PK63_MYOLU	unreviewed	Uncharacterized protein	CLIP3	Myotis lucifugus (Little brown bat)	547
G1PKT8	G1PKT8_MYOLU	unreviewed	Uncharacterized protein	TDGF1	Myotis lucifugus (Little brown bat)	180
G1PXA7	G1PXA7_MYOLU	unreviewed	Uncharacterized protein	TNFRSF1B	Myotis lucifugus (Little brown bat)	462
G1PMX7	G1PMX7_MYOLU	unreviewed	Uncharacterized protein	FLOT2	Myotis lucifugus (Little brown bat)	455
G1P1C9	G1P1C9_MYOLU	unreviewed	Uncharacterized protein	TNF	Myotis lucifugus (Little brown bat)	238
G1Q064	G1Q064_MYOLU	unreviewed	Uncharacterized protein	LAT2	Myotis lucifugus (Little brown bat)	244
G1P273	G1P273_MYOLU	unreviewed	Uncharacterized protein	BTK	Myotis lucifugus (Little brown bat)	663
G1QFW0	G1QFW0_MYOLU	unreviewed	Uncharacterized protein (Fragment)	SGCA	Myotis lucifugus (Little brown bat)	331
G1PNP3	G1PNP3_MYOLU	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1) (Fragment)	INSR	Myotis lucifugus (Little brown bat)	1336
G1NZI8	G1NZI8_MYOLU	unreviewed	Uncharacterized protein (Fragment)	CD14	Myotis lucifugus (Little brown bat)	365
G1PCY1	G1PCY1_MYOLU	unreviewed	Uncharacterized protein (Fragment)	HDAC6	Myotis lucifugus (Little brown bat)	1159
G1PGN5	G1PGN5_MYOLU	unreviewed	Uncharacterized protein (Fragment)	LRP6	Myotis lucifugus (Little brown bat)	1609
G1PPG7	G1PPG7_MYOLU	unreviewed	Uncharacterized protein (Fragment)	CACNA1C	Myotis lucifugus (Little brown bat)	2005
G1PKD4	G1PKD4_MYOLU	unreviewed	Uncharacterized protein	EFNB1	Myotis lucifugus (Little brown bat)	348
G1P8K0	G1P8K0_MYOLU	unreviewed	Uncharacterized protein (Fragment)	NPC1	Myotis lucifugus (Little brown bat)	1283
G1PQ91	G1PQ91_MYOLU	unreviewed	Uncharacterized protein (Fragment)	TRPC1	Myotis lucifugus (Little brown bat)	810
G1PXF7	G1PXF7_MYOLU	unreviewed	Caveolin (Fragment)	CAV2	Myotis lucifugus (Little brown bat)	104
G1PEP8	G1PEP8_MYOLU	unreviewed	Uncharacterized protein	FAIM2	Myotis lucifugus (Little brown bat)	316
G1QBJ5	G1QBJ5_MYOLU	unreviewed	Uncharacterized protein	KCNA5	Myotis lucifugus (Little brown bat)	603
G1P5F2	G1P5F2_MYOLU	unreviewed	Uncharacterized protein (Fragment)	KCNMA1	Myotis lucifugus (Little brown bat)	1098
G1P5B5	G1P5B5_MYOLU	unreviewed	Uncharacterized protein (Fragment)	EGFR	Myotis lucifugus (Little brown bat)	635
G1NUI8	G1NUI8_MYOLU	unreviewed	Uncharacterized protein (Fragment)	RFTN1	Myotis lucifugus (Little brown bat)	501
G1NY76	G1NY76_MYOLU	unreviewed	Uncharacterized protein (Fragment)	ANGPT1	Myotis lucifugus (Little brown bat)	408
G1PPP2	G1PPP2_MYOLU	unreviewed	Uncharacterized protein	TNFRSF1A	Myotis lucifugus (Little brown bat)	448
G1P2S0	G1P2S0_MYOLU	unreviewed	Uncharacterized protein	GPC1	Myotis lucifugus (Little brown bat)	559
G1PWU8	G1PWU8_MYOLU	unreviewed	Uncharacterized protein (Fragment)	LAMTOR4	Myotis lucifugus (Little brown bat)	98
G1QDM8	G1QDM8_MYOLU	unreviewed	Uncharacterized protein	CD55	Myotis lucifugus (Little brown bat)	461
G1PT17	G1PT17_MYOLU	unreviewed	Uncharacterized protein	TNR	Myotis lucifugus (Little brown bat)	1359
G1PGH7	G1PGH7_MYOLU	unreviewed	Uncharacterized protein	ADAM17	Myotis lucifugus (Little brown bat)	827
G1P2U3	G1P2U3_MYOLU	unreviewed	Uncharacterized protein	PACSIN2	Myotis lucifugus (Little brown bat)	486
G1NUD5	G1NUD5_MYOLU	unreviewed	Uncharacterized protein	PIKFYVE	Myotis lucifugus (Little brown bat)	2069
G1NXY9	G1NXY9_MYOLU	unreviewed	Hyaluronidase (EC 3.2.1.35) (Hyaluronoglucosaminidase)	HYAL2	Myotis lucifugus (Little brown bat)	479
G1P6C4	G1P6C4_MYOLU	unreviewed	Uncharacterized protein	CD79A	Myotis lucifugus (Little brown bat)	223
G1PLY7	G1PLY7_MYOLU	unreviewed	Uncharacterized protein (Fragment)	EPHB1	Myotis lucifugus (Little brown bat)	945
G1NYF4	G1NYF4_MYOLU	unreviewed	Uncharacterized protein	SCARB1	Myotis lucifugus (Little brown bat)	433
G1PUJ4	G1PUJ4_MYOLU	unreviewed	Uncharacterized protein	MYOF	Myotis lucifugus (Little brown bat)	2061
G1NST8	G1NST8_MYOLU	unreviewed	Uncharacterized protein (Fragment)	TRPC4	Myotis lucifugus (Little brown bat)	977
G1NZM3	G1NZM3_MYOLU	unreviewed	Uncharacterized protein (Fragment)	PTGIS	Myotis lucifugus (Little brown bat)	476
G1PX13	G1PX13_MYOLU	unreviewed	Uncharacterized protein (Fragment)	TGFBR2	Myotis lucifugus (Little brown bat)	567
G1PUM4	G1PUM4_MYOLU	unreviewed	Uncharacterized protein	CDH15	Myotis lucifugus (Little brown bat)	785
G1PPJ4	G1PPJ4_MYOLU	unreviewed	Uncharacterized protein (Fragment)	CD48	Myotis lucifugus (Little brown bat)	250
G1NSG8	G1NSG8_MYOLU	unreviewed	Uncharacterized protein (Fragment)	STOM	Myotis lucifugus (Little brown bat)	280
G1PT34	G1PT34_MYOLU	unreviewed	Uncharacterized protein	THY1	Myotis lucifugus (Little brown bat)	159
G1PLW4	G1PLW4_MYOLU	unreviewed	Uncharacterized protein (Fragment)	DLC1	Myotis lucifugus (Little brown bat)	1096
G1Q2K2	G1Q2K2_MYOLU	unreviewed	Uncharacterized protein (Fragment)	CACNA1H	Myotis lucifugus (Little brown bat)	584
G1QAX4	G1QAX4_MYOLU	unreviewed	Uncharacterized protein	CD4	Myotis lucifugus (Little brown bat)	447
G1PWA4	G1PWA4_MYOLU	unreviewed	Uncharacterized protein (Fragment)	GRIP1	Myotis lucifugus (Little brown bat)	1011
G1QCM2	G1QCM2_MYOLU	unreviewed	Uncharacterized protein	ARID3C	Myotis lucifugus (Little brown bat)	406
G1PU63	G1PU63_MYOLU	unreviewed	Uncharacterized protein (Fragment)	PTCH1	Myotis lucifugus (Little brown bat)	1435
G1PIT7	G1PIT7_MYOLU	unreviewed	Uncharacterized protein	ARID3A	Myotis lucifugus (Little brown bat)	594
G1NZY6	G1NZY6_MYOLU	unreviewed	Uncharacterized protein	KIF18A	Myotis lucifugus (Little brown bat)	651
G1P5W2	G1P5W2_MYOLU	unreviewed	Uncharacterized protein (Fragment)	DAG1	Myotis lucifugus (Little brown bat)	802
G1PQK0	G1PQK0_MYOLU	unreviewed	Nitric oxide synthase (EC 1.14.13.39)	NOS3	Myotis lucifugus (Little brown bat)	1203
G1PDN9	G1PDN9_MYOLU	unreviewed	Uncharacterized protein (Fragment)	TEK	Myotis lucifugus (Little brown bat)	1127
G1PSJ5	G1PSJ5_MYOLU	unreviewed	Uncharacterized protein (Fragment)	FAS	Myotis lucifugus (Little brown bat)	338
G1PIQ7	G1PIQ7_MYOLU	unreviewed	Uncharacterized protein (Fragment)	PPT1	Myotis lucifugus (Little brown bat)	266
G1Q4Y9	G1Q4Y9_MYOLU	unreviewed	Caveolin	CAV3	Myotis lucifugus (Little brown bat)	151
G1PYH7	G1PYH7_MYOLU	unreviewed	Uncharacterized protein	PTRF	Myotis lucifugus (Little brown bat)	387
G1PDK4	G1PDK4_MYOLU	unreviewed	Uncharacterized protein	LRRK2	Myotis lucifugus (Little brown bat)	2530
G1PB78	G1PB78_MYOLU	unreviewed	Uncharacterized protein	DLG1	Myotis lucifugus (Little brown bat)	802
G1PZK5	G1PZK5_MYOLU	unreviewed	Uncharacterized protein	PAG1	Myotis lucifugus (Little brown bat)	423
G1PRY3	G1PRY3_MYOLU	unreviewed	Uncharacterized protein (Fragment)	HPSE	Myotis lucifugus (Little brown bat)	467
G1PVS7	G1PVS7_MYOLU	unreviewed	Uncharacterized protein	BCL10	Myotis lucifugus (Little brown bat)	231
G1Q0I2	G1Q0I2_MYOLU	unreviewed	Uncharacterized protein	SRC	Myotis lucifugus (Little brown bat)	543
G1QG33	G1QG33_MYOLU	unreviewed	Uncharacterized protein (Fragment)	LRP8	Myotis lucifugus (Little brown bat)	812
G1P6X5	G1P6X5_MYOLU	unreviewed	Uncharacterized protein (Fragment)	CBL	Myotis lucifugus (Little brown bat)	842
G1P9N4	G1P9N4_MYOLU	unreviewed	Uncharacterized protein (Fragment)	CDH13	Myotis lucifugus (Little brown bat)	348
G1PKD6	G1PKD6_MYOLU	unreviewed	Uncharacterized protein		Myotis lucifugus (Little brown bat)	738
G1T1M0	G1T1M0_RABIT	unreviewed	Voltage-dependent L-type calcium channel subunit alpha-1C (Fragment)	CACNA1C	Oryctolagus cuniculus (Rabbit)	1908
G1SHP3	G1SHP3_RABIT	unreviewed	Uncharacterized protein	CD36	Oryctolagus cuniculus (Rabbit)	519
L5KSM1	L5KSM1_PTEAL	unreviewed	Caveolin	PAL_GLEAN10019219	Pteropus alecto (Black flying fox)	178
G1U094	G1U094_RABIT	unreviewed	Uncharacterized protein	FURIN	Oryctolagus cuniculus (Rabbit)	599
G1U5E3	G1U5E3_RABIT	unreviewed	Uncharacterized protein (Fragment)	ADAM17	Oryctolagus cuniculus (Rabbit)	470
G1T2X5	G1T2X5_RABIT	unreviewed	Uncharacterized protein	TRPC4	Oryctolagus cuniculus (Rabbit)	977
G1TEG5	G1TEG5_RABIT	unreviewed	Uncharacterized protein	TNR	Oryctolagus cuniculus (Rabbit)	1359
Q8SPS0	Q8SPS0_RABIT	unreviewed	Caveolin (Fragment)		Oryctolagus cuniculus (Rabbit)	113
G1SK98	G1SK98_RABIT	unreviewed	Uncharacterized protein	ANGPT1	Oryctolagus cuniculus (Rabbit)	497
G1TCI1	G1TCI1_RABIT	unreviewed	Hedgehog protein	SHH	Oryctolagus cuniculus (Rabbit)	451
G1T7J8	G1T7J8_RABIT	unreviewed	Caveolin	CAV2	Oryctolagus cuniculus (Rabbit)	162
G1TNV3	G1TNV3_RABIT	unreviewed	Uncharacterized protein	KIF18A	Oryctolagus cuniculus (Rabbit)	881
L5KR68	L5KR68_PTEAL	unreviewed	Caveolin	PAL_GLEAN10019220	Pteropus alecto (Black flying fox)	162
Q9XS54	Q9XS54_RABIT	unreviewed	VEGF receptor-2/Flk-1 (Fragment)		Oryctolagus cuniculus (Rabbit)	178
Q95L64	Q95L64_RABIT	unreviewed	CD36 antigen (Fragment)		Oryctolagus cuniculus (Rabbit)	395
C0LUT8	C0LUT8_RABIT	unreviewed	Ghrelin receptor	GHSR	Oryctolagus cuniculus (Rabbit)	366
G1TDF6	G1TDF6_RABIT	unreviewed	Uncharacterized protein	FLOT1	Oryctolagus cuniculus (Rabbit)	427
G1SCK7	G1SCK7_RABIT	unreviewed	Uncharacterized protein	PTGIS	Oryctolagus cuniculus (Rabbit)	340
G1TSQ8	G1TSQ8_RABIT	unreviewed	Uncharacterized protein	CLIP3	Oryctolagus cuniculus (Rabbit)	582
G1SHK7	G1SHK7_RABIT	unreviewed	Uncharacterized protein	LAMTOR5	Oryctolagus cuniculus (Rabbit)	91
G1SMK5	G1SMK5_RABIT	unreviewed	Uncharacterized protein (Fragment)	CBL	Oryctolagus cuniculus (Rabbit)	846
G1SYP2	G1SYP2_RABIT	unreviewed	Uncharacterized protein	TNFRSF1A	Oryctolagus cuniculus (Rabbit)	461
G1SI28	G1SI28_RABIT	unreviewed	Uncharacterized protein	PIKFYVE	Oryctolagus cuniculus (Rabbit)	2100
G1T5L9	G1T5L9_RABIT	unreviewed	Uncharacterized protein	CD48	Oryctolagus cuniculus (Rabbit)	246
G1T4W7	G1T4W7_RABIT	unreviewed	Uncharacterized protein (Fragment)	SMO	Oryctolagus cuniculus (Rabbit)	789
G1SNI8	G1SNI8_RABIT	unreviewed	Hyaluronidase (EC 3.2.1.35) (Hyaluronoglucosaminidase)	HYAL2	Oryctolagus cuniculus (Rabbit)	473
G1TUY4	G1TUY4_RABIT	unreviewed	Uncharacterized protein	RANGRF	Oryctolagus cuniculus (Rabbit)	186
G1TB43	G1TB43_RABIT	unreviewed	Uncharacterized protein	BCL10	Oryctolagus cuniculus (Rabbit)	233
G1SKE5	G1SKE5_RABIT	unreviewed	Uncharacterized protein (Fragment)	LAMTOR4	Oryctolagus cuniculus (Rabbit)	98
G1TWS7	G1TWS7_RABIT	unreviewed	Uncharacterized protein	SCARB1	Oryctolagus cuniculus (Rabbit)	455
O19134	O19134_RABIT	unreviewed	Battenin (Fragment)	CLN3	Oryctolagus cuniculus (Rabbit)	419
G1U315	G1U315_RABIT	unreviewed	Uncharacterized protein (Fragment)	PTRF	Oryctolagus cuniculus (Rabbit)	226
G1SD51	G1SD51_RABIT	unreviewed	Uncharacterized protein	ARID3C	Oryctolagus cuniculus (Rabbit)	410
G1TU32	G1TU32_RABIT	unreviewed	Uncharacterized protein	LAMTOR2	Oryctolagus cuniculus (Rabbit)	147
G1T8K2	G1T8K2_RABIT	unreviewed	Uncharacterized protein	PACSIN2	Oryctolagus cuniculus (Rabbit)	483
G1SIU4	G1SIU4_RABIT	unreviewed	Uncharacterized protein	LRP6	Oryctolagus cuniculus (Rabbit)	1613
G1SWX7	G1SWX7_RABIT	unreviewed	Uncharacterized protein	ABCA1	Oryctolagus cuniculus (Rabbit)	2261
G1TNL4	G1TNL4_RABIT	unreviewed	Uncharacterized protein	PI4K2A	Oryctolagus cuniculus (Rabbit)	482
G1SR13	G1SR13_RABIT	unreviewed	Uncharacterized protein	STOML2	Oryctolagus cuniculus (Rabbit)	356
G1SCI5	G1SCI5_RABIT	unreviewed	Uncharacterized protein	MYO1C	Oryctolagus cuniculus (Rabbit)	1041
G1SMY8	G1SMY8_RABIT	unreviewed	Uncharacterized protein (Fragment)	TDGF1	Oryctolagus cuniculus (Rabbit)	192
G1U3F1	G1U3F1_RABIT	unreviewed	Uncharacterized protein	MLC1	Oryctolagus cuniculus (Rabbit)	379
G1T4B9	G1T4B9_RABIT	unreviewed	T-cell surface glycoprotein CD4	CD4	Oryctolagus cuniculus (Rabbit)	459
G1SJX7	G1SJX7_RABIT	unreviewed	Uncharacterized protein	MAL	Oryctolagus cuniculus (Rabbit)	154
G1ST35	G1ST35_RABIT	unreviewed	Uncharacterized protein	CDH15	Oryctolagus cuniculus (Rabbit)	447
G1TCM6	G1TCM6_RABIT	unreviewed	Uncharacterized protein	BMPR1A	Oryctolagus cuniculus (Rabbit)	532
G1SLB5	G1SLB5_RABIT	unreviewed	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein)	CD14	Oryctolagus cuniculus (Rabbit)	372
G1SCR0	G1SCR0_RABIT	unreviewed	Uncharacterized protein	LAMTOR1	Oryctolagus cuniculus (Rabbit)	161
G1SSI2	G1SSI2_RABIT	unreviewed	Uncharacterized protein	IRS1	Oryctolagus cuniculus (Rabbit)	1222
G1T5Q8	G1T5Q8_RABIT	unreviewed	Uncharacterized protein	STX12	Oryctolagus cuniculus (Rabbit)	297
G1TTP8	G1TTP8_RABIT	unreviewed	Uncharacterized protein (Fragment)	F2R	Oryctolagus cuniculus (Rabbit)	422
G1SZN9	G1SZN9_RABIT	unreviewed	Uncharacterized protein	BTK	Oryctolagus cuniculus (Rabbit)	659
L5K8G5	L5K8G5_PTEAL	unreviewed	Uncharacterized protein	PAL_GLEAN10001564	Pteropus alecto (Black flying fox)	161
G1SMN1	G1SMN1_RABIT	unreviewed	Uncharacterized protein	MALL	Oryctolagus cuniculus (Rabbit)	153
G1T827	G1T827_RABIT	unreviewed	Uncharacterized protein	PAG1	Oryctolagus cuniculus (Rabbit)	435
G1SXH7	G1SXH7_RABIT	unreviewed	Uncharacterized protein	SRC	Oryctolagus cuniculus (Rabbit)	544
G1T2T9	G1T2T9_RABIT	unreviewed	Uncharacterized protein	RAB5A	Oryctolagus cuniculus (Rabbit)	215
G1STZ5	G1STZ5_RABIT	unreviewed	Uncharacterized protein	LRRK2	Oryctolagus cuniculus (Rabbit)	2527
G1STP9	G1STP9_RABIT	unreviewed	Uncharacterized protein	THY1	Oryctolagus cuniculus (Rabbit)	161
G1SGJ0	G1SGJ0_RABIT	unreviewed	Uncharacterized protein	BMPR2	Oryctolagus cuniculus (Rabbit)	1037
Q9N0X1	Q9N0X1_RABIT	unreviewed	Putative epidermal growth factor receptor (Fragment)		Oryctolagus cuniculus (Rabbit)	74
G1SKG7	G1SKG7_RABIT	unreviewed	Uncharacterized protein	EPHB1	Oryctolagus cuniculus (Rabbit)	984
G1SIS0	G1SIS0_RABIT	unreviewed	Uncharacterized protein	PTCH1	Oryctolagus cuniculus (Rabbit)	1302
G1T0U1	G1T0U1_RABIT	unreviewed	Uncharacterized protein (Fragment)	CARD11	Oryctolagus cuniculus (Rabbit)	852
G1SYN9	G1SYN9_RABIT	unreviewed	Uncharacterized protein	HDAC6	Oryctolagus cuniculus (Rabbit)	1218
G1SJB8	G1SJB8_RABIT	unreviewed	Uncharacterized protein	SULF1	Oryctolagus cuniculus (Rabbit)	869
G1SEU9	G1SEU9_RABIT	unreviewed	Uncharacterized protein	LAMTOR3	Oryctolagus cuniculus (Rabbit)	124
G1T437	G1T437_RABIT	unreviewed	Uncharacterized protein	PPT1	Oryctolagus cuniculus (Rabbit)	306
A0SVL1	A0SVL1_RABIT	unreviewed	Coxsackie virus and adenovirus receptor	CXADR	Oryctolagus cuniculus (Rabbit)	365
G1SPP0	G1SPP0_RABIT	unreviewed	Uncharacterized protein	STOM	Oryctolagus cuniculus (Rabbit)	284
G1TMN2	G1TMN2_RABIT	unreviewed	Uncharacterized protein	STOML3	Oryctolagus cuniculus (Rabbit)	289
G1T0P2	G1T0P2_RABIT	unreviewed	Uncharacterized protein (Fragment)	HPSE	Oryctolagus cuniculus (Rabbit)	571
L5KCH8	L5KCH8_PTEAL	unreviewed	Stomatin-like protein 2	PAL_GLEAN10008255	Pteropus alecto (Black flying fox)	356
A4D7S5	A4D7S5_MACEU	unreviewed	Caveolin	CAV2	Macropus eugenii (Tammar wallaby)	162
A4D7S6	A4D7S6_MACEU	unreviewed	Caveolin	CAV1	Macropus eugenii (Tammar wallaby)	178
E2J581	E2J581_DASNO	unreviewed	Sonic hedgehog (Fragment)	Shh	Dasypus novemcinctus (Nine-banded armadillo)	210
M0U5W0	M0U5W0_MUSAM	unreviewed	Uncharacterized protein		Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis)	111
E5AR11	E5AR11_BURRH	unreviewed	Membrane protease family, stomatin/prohibitin homologs	RBRH_04180	Burkholderia rhizoxinica (strain DSM 19002 / CIP 109453 / HKI 454)	55
E0V871	E0V871_MICOH	unreviewed	Caveolin (Fragment)	CAV3	Microtus ochrogaster (Prairie vole)	113
A2A9Z2	A2A9Z2_MOUSE	unreviewed	Dystrophin (Dystrophin 71)	Dmd	Mus musculus (Mouse)	617
Q0VB97	Q0VB97_MOUSE	unreviewed	Transient receptor potential cation channel, subfamily C, member 4 (Transient receptor potential cation channel, subfamily C, member 4, isoform CRA_c)	Trpc4 mCG_1661	Mus musculus (Mouse)	974
Q7TT21	Q7TT21_MOUSE	unreviewed	Tuberin (Tuberous sclerosis 2)	Tsc2	Mus musculus (Mouse)	1742
G3UVV4	G3UVV4_MOUSE	unreviewed	Hexokinase 1, isoform CRA_f (Hexokinase-1)	Hk1 mCG_127656	Mus musculus (Mouse)	917
Q542I8	Q542I8_MOUSE	unreviewed	Integrin beta	Itgb2 mCG_3383	Mus musculus (Mouse)	770
B2RTF7	B2RTF7_MOUSE	unreviewed	Membrane-spanning 4-domains, subfamily A, member 2	Ms4a2 mCG_12896	Mus musculus (Mouse)	235
Q53Z43	Q53Z43_MOUSE	unreviewed	Bone morphogenetic protein receptor type 1a	Bmpr1a	Mus musculus (Mouse)	532
C0LL75	C0LL75_MOUSE	unreviewed	Nephrosis 2-like protein (Fragment)	Nphs2	Mus musculus (Mouse)	93
B2RPS7	B2RPS7_MOUSE	unreviewed	Short transient receptor potential channel 1 (Transient receptor potential cation channel, subfamily C, member 1) (Transient receptor potential cation channel, subfamily C, member 1, isoform CRA_a)	Trpc1 mCG_10244	Mus musculus (Mouse)	809
Q53YJ9	Q53YJ9_MOUSE	unreviewed	Cholinergic receptor, nicotinic, alpha polypeptide 7, isoform CRA_a (Cholinergic receptor, nicotinic, alpha polypeptide 7, isoform CRA_c) (Neuronal nicotinic acetylcholine receptor alpha7 subunit)	Chrna7 mCG_11830	Mus musculus (Mouse)	502
Q3UAI3	Q3UAI3_MOUSE	unreviewed	CD36 antigen, isoform CRA_a	Cd36 mCG_21846	Mus musculus (Mouse)	472
B7ZMP6	B7ZMP6_MOUSE	unreviewed	Transient receptor potential cation channel, subfamily C, member 1, isoform CRA_d (Trpc1 protein)	Trpc1 mCG_10244	Mus musculus (Mouse)	775
Q3U5F6	Q3U5F6_MOUSE	unreviewed	E-selectin (Selectin, endothelial cell)	Sele	Mus musculus (Mouse)	619
A6H659	A6H659_MOUSE	unreviewed	Pag1 protein (Phosphoprotein associated with glycosphingolipid microdomains 1, isoform CRA_a)	Pag1 mCG_13641	Mus musculus (Mouse)	429
Q3UYK2	Q3UYK2_MOUSE	unreviewed	Presenilin 1, isoform CRA_a	Psen1 mCG_116810	Mus musculus (Mouse)	467
Q544E9	Q544E9_MOUSE	unreviewed	Fas ligand (TNF superfamily, member 6)	Fasl mCG_22679	Mus musculus (Mouse)	279
Q3U479	Q3U479_MOUSE	unreviewed	Tumor necrosis factor receptor superfamily, member 1a	Tnfrsf1a mCG_129428	Mus musculus (Mouse)	454
Q3V341	Q3V341_MOUSE	unreviewed	Protein kinase C zeta type	Prkcz	Mus musculus (Mouse)	409
G5E852	G5E852_MOUSE	unreviewed	Tyrosine-protein kinase (EC 2.7.10.2)	Jak2 mCG_9104	Mus musculus (Mouse)	1132
B1ARB3	B1ARB3_MOUSE	unreviewed	Platelet endothelial cell adhesion molecule (Platelet/endothelial cell adhesion molecule 1, isoform CRA_d)	Pecam1 mCG_2881	Mus musculus (Mouse)	732
Q0X0E6	Q0X0E6_MOUSE	unreviewed	Tumor necrosis factor alpha (Fragment)	TNFA	Mus musculus (Mouse)	138
Q544G5	Q544G5_MOUSE	unreviewed	Dystroglycan 1	Dag1 mCG_140684	Mus musculus (Mouse)	893
Q543V3	Q543V3_MOUSE	unreviewed	Insulin receptor substrate 1	Irs1 mCG_20326	Mus musculus (Mouse)	1231
A2CGA5	A2CGA5_MOUSE	unreviewed	Baculoviral IAP repeat-containing protein 3 (MCG9893)	Birc3 mCG_9893	Mus musculus (Mouse)	602
Q924U4	Q924U4_MOUSE	unreviewed	Caveolin	Cav2 mCG_13470	Mus musculus (Mouse)	113
Q9D2V6	Q9D2V6_MOUSE	unreviewed	Sodium-dependent phosphate transport protein 2A (Solute carrier family 34 (Sodium phosphate), member 1) (Type IIa Na+/Pi-cotransporter)	Slc34a1 Npt2a	Mus musculus (Mouse)	637
Q546L4	Q546L4_MOUSE	unreviewed	P2Y12 receptor (Purinergic receptor P2Y, G-protein coupled 12, isoform CRA_a)	P2ry12 mCG_13101	Mus musculus (Mouse)	347
Q6P907	Q6P907_MOUSE	unreviewed	Adam3 protein (Protein Adam3)	Adam3	Mus musculus (Mouse)	352
Q540I4	Q540I4_MOUSE	unreviewed	Flotillin 1 (Lipid raft protein flotillin-1)	Flot1 mCG_19908	Mus musculus (Mouse)	428
Q6QU60	Q6QU60_MOUSE	unreviewed	Solute carrier family 6 member 2 (Fragment)	Slc6a2	Mus musculus (Mouse)	33
Q3TJ55	Q3TJ55_MOUSE	unreviewed	Syntaxin-2	Stx2 Epim	Mus musculus (Mouse)	288
Q3V313	Q3V313_MOUSE	unreviewed	Insulin receptor, isoform CRA_b	Insr mCG_127954	Mus musculus (Mouse)	325
Q544Q7	Q544Q7_MOUSE	unreviewed	ATPase, Na+/K+ transporting, beta 3 polypeptide (MCG21656, isoform CRA_b) (Na,K-ATPase beta-3 subunit)	Atp1b3 mCG_21656	Mus musculus (Mouse)	278
Q3U4P5	Q3U4P5_MOUSE	unreviewed	Presenilin 2, isoform CRA_a (Presenilin-2) (Presenilin-2 CTF subunit)	Psen2 mCG_6223	Mus musculus (Mouse)	448
Q3UNT6	Q3UNT6_MOUSE	unreviewed	High affinity immunoglobulin epsilon receptor subunit beta	Ms4a2	Mus musculus (Mouse)	198
Q3TG37	Q3TG37_MOUSE	unreviewed	Putative uncharacterized protein	Slc9a3r1	Mus musculus (Mouse)	355
Q3U5U6	Q3U5U6_MOUSE	unreviewed	Putative uncharacterized protein	Hmox1	Mus musculus (Mouse)	289
G3UW70	G3UW70_MOUSE	unreviewed	MCG21719 (Ragulator complex protein LAMTOR5)	Lamtor5 Hbxip mCG_21719	Mus musculus (Mouse)	145
Q8VBX5	Q8VBX5_MOUSE	unreviewed	Palmitoyl-protein thioesterase	Ppt1	Mus musculus (Mouse)	307
Q6GQT7	Q6GQT7_MOUSE	unreviewed	Glutamate receptor-interacting protein 1 (Grip1 protein)	Grip1	Mus musculus (Mouse)	1113
Q3U8L1	Q3U8L1_MOUSE	unreviewed	Tnf receptor-associated factor 2	Traf2 mCG_18745	Mus musculus (Mouse)	501
G3UZZ5	G3UZZ5_MOUSE	unreviewed	Flotillin-1 (Fragment)	Flot1	Mus musculus (Mouse)	192
